node_id,name,parent_node_id,node_type,parent_relation,context,identifier,description
JAVA:151,Composite Structure Diagram,JAVA:859,concept,subconcept of,Java software programming,Medium,Composite Structure Diagram: Java software programming: Web programming
JAVA:152,Composition,JAVA:722,concept,subconcept of,Java software programming,Medium,Composition: Java software programming: Web programming
JAVA:153,Concurrency,JAVA:591,concept,subconcept of,Java software programming,Hard,Concurrency: Java software programming: Web programming
JAVA:154,Concurrent Mark Sweep GC,JAVA:283,concept,subconcept of,Java software programming,Hard,Concurrent Mark Sweep GC: Java software programming: Web programming
JAVA:155,Concurrent Random Numbers,JAVA:565,concept,related,Java software programming,Hard,Concurrent Random Numbers: Java software programming: Web programming
JAVA:158,Connection Pool,JAVA:189,concept,subconcept of,Java software programming,Hard,Connection Pool: Java software programming: Web programming
JAVA:160,Constant,JAVA:13,concept,subconcept of,Java software programming,Hard,Constant: Java software programming: Web programming
JAVA:161,Constructor,JAVA:119,concept,subconcept of,Java software programming,Hard,Constructor: Java software programming: Web programming
JAVA:162,Constructor,JAVA:606,concept,related,Java software programming,Hard,Constructor: Java software programming: Web programming
JAVA:163,Container,JAVA:415,concept,subconcept of,Java software programming,Hard,Container: Java software programming: Web programming
JAVA:164,Container Managed Persistence,JAVA:237,concept,subconcept of,Java software programming,Hard,Container Managed Persistence: Java software programming: Web programming
JAVA:165,Container Managed Persistence,JAVA:246,concept,related,Java software programming,Hard,Container Managed Persistence: Java software programming: Web programming
JAVA:166,Container Managed Signon,JAVA:237,concept,subconcept of,Java software programming,Hard,Container Managed Signon: Java software programming: Web programming
JAVA:167,Container Managed Transaction,JAVA:237,concept,subconcept of,Java software programming,Hard,Container Managed Transaction: Java software programming: Web programming
JAVA:168,Container Managed Transaction,JAVA:503,concept,related,Java software programming,Hard,Container Managed Transaction: Java software programming: Web programming
JAVA:169,Content Coupling,JAVA:542,concept,subconcept of,Java software programming,Hard,Content Coupling: Java software programming: Web programming
JAVA:170,Contention,JAVA:153,concept,subconcept of,Java software programming,Hard,Contention: Java software programming: Web programming
JAVA:171,Continuous Integration,JAVA:99,concept,subconcept of,Java software programming,Hard,Continuous Integration: Java software programming: Web programming
JAVA:173,Control Coupling,JAVA:542,concept,subconcept of,Java software programming,Hard,Control Coupling: Java software programming: Web programming
JAVA:174,CORBA,JAVA:379,concept,related,Java software programming,Hard,CORBA: Java software programming: Web programming
JAVA:175,CORBA,JAVA:620,concept,related,Java software programming,Hard,CORBA: Java software programming: Web programming
JAVA:176,CORBA,JAVA:795,concept,related,Java software programming,Hard,CORBA: Java software programming: Web programming
JAVA:178,Cryptographic Hash,JAVA:329,concept,subconcept of,Java software programming,Hard,Cryptographic Hash: Java software programming: Web programming
JAVA:179,Cuckoo Hash,JAVA:329,concept,subconcept of,Java software programming,Hard,Cuckoo Hash: Java software programming: Web programming
JAVA:181,CVS,JAVA:944,concept,subconcept of,Java software programming,Hard,CVS: Java software programming: Web programming
JAVA:182,Cyclic Graph,JAVA:320,concept,subconcept of,Java software programming,Hard,Cyclic Graph: Java software programming: Web programming
JAVA:183,Daemon,JAVA:591,concept,subconcept of,Java software programming,Hard,Daemon: Java software programming: Web programming
JAVA:184,Daemon Thread,JAVA:904,concept,subconcept of,Java software programming,Hard,Daemon Thread: Java software programming: Web programming
JAVA:185,Data Access,JAVA:680,concept,subconcept of,Java software programming,Hard,Data Access: Java software programming: Web programming
JAVA:186,Data Coupling,JAVA:542,concept,subconcept of,Java software programming,Hard,Data Coupling: Java software programming: Web programming
JAVA:187,Data Structures,JAVA:680,concept,subconcept of,Java software programming,Hard,Data Structures: Java software programming: Web programming
JAVA:188,Database,JAVA:185,concept,subconcept of,Java software programming,Hard,Database: Java software programming: Web programming
JAVA:189,Database Connection,JAVA:188,concept,subconcept of,Java software programming,Hard,Database Connection: Java software programming: Web programming
JAVA:190,Database Index,JAVA:73,concept,related,Java software programming,Hard,Database Index: Java software programming: Web programming
JAVA:192,DBCP,JAVA:158,concept,subconcept of,Java software programming,Hard,DBCP: Java software programming: Web programming
JAVA:193,Deadlock,JAVA:875,concept,subconcept of,Java software programming,Hard,Deadlock: Java software programming: Web programming
JAVA:194,Debugger,JAVA:485,concept,related,Java software programming,Hard,Debugger: Java software programming: Web programming
JAVA:195,Decorator,JAVA:212,concept,subconcept of,Java software programming,Hard,Decorator: Java software programming: Web programming
JAVA:197,Degree of Coupling,JAVA:578,concept,subconcept of,Java software programming,Hard,Degree of Coupling: Java software programming: Web programming
JAVA:198,Delete,JAVA:842,concept,subconcept of,Java software programming,Hard,Delete: Java software programming: Web programming
JAVA:199,Dependency Injection,JAVA:212,concept,subconcept of,Java software programming,Hard,Dependency Injection: Java software programming: Web programming
JAVA:200,Dependency Inversion,JAVA:830,concept,subconcept of,Java software programming,Hard,Dependency Inversion: Java software programming: Web programming
JAVA:201,Dependency Management,JAVA:557,concept,subconcept of,Java software programming,Hard,Dependency Management: Java software programming: Web programming
JAVA:202,Dependency Metrics,JAVA:578,concept,subconcept of,Java software programming,Hard,Dependency Metrics: Java software programming: Web programming
JAVA:205,Deployment Descriptor,JAVA:416,concept,subconcept of,Java software programming,Hard,Deployment Descriptor: Java software programming: Web programming
JAVA:206,Deployment Diagram,JAVA:859,concept,subconcept of,Java software programming,Hard,Deployment Diagram: Java software programming: Web programming
JAVA:207,Deprecation,JAVA:581,concept,related,Java software programming,Hard,Deprecation: Java software programming: Web programming
JAVA:208,Dequeue,JAVA:708,concept,subconcept of,Java software programming,Hard,Dequeue: Java software programming: Web programming
JAVA:209,Deserialization,JAVA:794,concept,related,Java software programming,Hard,Deserialization: Java software programming: Web programming
JAVA:210,Design By Contract,JAVA:211,concept,subconcept of,Java software programming,Hard,Design By Contract: Java software programming: Web programming
JAVA:211,Design Guidelines,JAVA:611,concept,subconcept of,Java software programming,Hard,Design Guidelines: Java software programming: Web programming
JAVA:212,Design Pattern,JAVA:993,concept,related,Java software programming,Hard,Design Pattern: Java software programming: Web programming
JAVA:213,Design Principles,JAVA:611,concept,subconcept of,Java software programming,Hard,Design Principles: Java software programming: Web programming
JAVA:215,DevOps,JAVA:828,concept,subconcept of,Java software programming,Hard,DevOps: Java software programming: Web programming
JAVA:217,Dictionaries,JAVA:588,concept,same as,Java software programming,Hard,Dictionaries: Java software programming: Web programming
JAVA:218,Directed Acyclic Graph,JAVA:320,concept,subconcept of,Java software programming,Hard,Directed Acyclic Graph: Java software programming: Web programming
JAVA:219,Disassembler,JAVA:109,concept,related,Java software programming,Hard,Disassembler: Java software programming: Web programming
JAVA:220,Disassembler,JAVA:472,concept,related,Java software programming,Hard,Disassembler: Java software programming: Web programming
JAVA:221,Disassembler,JAVA:122,concept,related,Java software programming,Hard,Disassembler: Java software programming: Web programming
JAVA:222,Distribution,JAVA:557,concept,subconcept of,Java software programming,Hard,Distribution: Java software programming: Web programming
JAVA:223,Document,JAVA:102,concept,subconcept of,Java software programming,Hard,Document: Java software programming: Web programming
JAVA:224,Documentation,JAVA:79,concept,subconcept of,Java software programming,Hard,Documentation: Java software programming: Web programming
JAVA:225,Documentation,JAVA:557,concept,subconcept of,Java software programming,Hard,Documentation: Java software programming: Web programming
JAVA:226,Double Hashing,JAVA:329,concept,subconcept of,Java software programming,Hard,Double Hashing: Java software programming: Web programming
JAVA:227,Double Linked List,JAVA:529,concept,subconcept of,Java software programming,Hard,Double Linked List: Java software programming: Web programming
JAVA:228,DTD,JAVA:982,concept,subconcept of,Java software programming,Hard,DTD: Java software programming: Web programming
JAVA:229,Durable Subscriber,JAVA:917,concept,subconcept of,Java software programming,Hard,Durable Subscriber: Java software programming: Web programming
JAVA:230,Dynamic Collection,JAVA:532,concept,related,Java software programming,Hard,Dynamic Collection: Java software programming: Web programming
JAVA:231,Dynamic Collection,JAVA:54,concept,related,Java software programming,Hard,Dynamic Collection: Java software programming: Web programming
JAVA:232,E-Commerce,JAVA:957,concept,subconcept of,Java software programming,Hard,E-Commerce: Java software programming: Web programming
JAVA:233,Ear,JAVA:432,concept,subconcept of,Java software programming,Hard,Ear: Java software programming: Web programming
JAVA:234,Ear,JAVA:205,concept,related,Java software programming,Hard,Ear: Java software programming: Web programming
JAVA:235,Eclipse,JAVA:374,concept,subconcept of,Java software programming,Hard,Eclipse: Java software programming: Web programming
JAVA:236,Efferent Coupling,JAVA:202,concept,subconcept of,Java software programming,Hard,Efferent Coupling: Java software programming: Web programming
JAVA:237,EJB Container,JAVA:163,concept,subconcept of,Java software programming,Hard,EJB Container: Java software programming: Web programming
JAVA:238,EJB Context,JAVA:240,concept,subconcept of,Java software programming,Hard,EJB Context: Java software programming: Web programming
JAVA:239,EJB QL,JAVA:240,concept,subconcept of,Java software programming,Medium,EJB QL: Java software programming: Web programming
JAVA:240,EJBs,JAVA:416,concept,subconcept of,Java software programming,Medium,EJBs: Java software programming: Web programming
JAVA:241,Elastic Capacity,JAVA:127,concept,subconcept of,Java software programming,Medium,Elastic Capacity: Java software programming: Web programming
JAVA:242,Element,JAVA:982,concept,subconcept of,Java software programming,Medium,Element: Java software programming: Web programming
JAVA:243,Encapsulation,JAVA:610,concept,subconcept of,Java software programming,Medium,Encapsulation: Java software programming: Web programming
JAVA:246,Entity Beans,JAVA:240,concept,subconcept of,Java software programming,Medium,Entity Beans: Java software programming: Web programming
JAVA:247,Enum,JAVA:119,concept,subconcept of,Java software programming,Medium,Enum: Java software programming: Web programming
JAVA:248,Enumerator,JAVA:413,concept,subconcept of,Java software programming,Medium,Enumerator: Java software programming: Web programming
JAVA:249,Equals,JAVA:332,concept,related,Java software programming,Medium,Equals: Java software programming: Web programming
JAVA:250,Erlang,JAVA:280,concept,subconcept of,Java software programming,Medium,Erlang: Java software programming: Web programming
JAVA:251,ESB,JAVA:53,concept,subconcept of,Java software programming,Medium,ESB: Java software programming: Web programming
JAVA:252,Estimation,JAVA:828,concept,subconcept of,Java software programming,Medium,Estimation: Java software programming: Web programming
JAVA:253,Exception,JAVA:433,concept,subconcept of,Java software programming,Medium,Exception: Java software programming: Web programming
JAVA:254,Exception Handler,JAVA:253,concept,subconcept of,Java software programming,Medium,Exception Handler: Java software programming: Web programming
JAVA:255,Exponential,JAVA:13,concept,subconcept of,Java software programming,Medium,Exponential: Java software programming: Web programming
JAVA:256,Extreme Programming,JAVA:11,concept,subconcept of,Java software programming,Medium,Extreme Programming: Java software programming: Web programming
JAVA:261,Factory Method,JAVA:212,concept,subconcept of,Java software programming,Medium,Factory Method: Java software programming: Web programming
JAVA:267,Fields,JAVA:119,concept,subconcept of,Java software programming,Medium,Fields: Java software programming: Web programming
JAVA:268,Final,JAVA:581,concept,subconcept of,Java software programming,Medium,Final: Java software programming: Web programming
JAVA:269,Finalizer,JAVA:283,concept,related,Java software programming,Medium,Finalizer: Java software programming: Web programming
JAVA:270,Finalizer,JAVA:606,concept,related,Java software programming,Medium,Finalizer: Java software programming: Web programming
JAVA:271,Finally,JAVA:929,concept,subconcept of,Java software programming,Medium,Finally: Java software programming: Web programming
JAVA:272,Fixed Thread Pool,JAVA:910,concept,subconcept of,Java software programming,Medium,Fixed Thread Pool: Java software programming: Web programming
JAVA:273,Force.com,JAVA:631,concept,subconcept of,Java software programming,Medium,Force.com: Java software programming: Web programming
JAVA:274,Fourth Generation Language,JAVA:903,concept,related,Java software programming,Medium,Fourth Generation Language: Java software programming: Web programming
JAVA:275,Framework,JAVA:440,concept,subconcept of,Java software programming,Medium,Framework: Java software programming: Web programming
JAVA:280,Functional Programming,JAVA:682,concept,subconcept of,Java software programming,Medium,Functional Programming: Java software programming: Web programming
JAVA:281,GAE SDK Plugin,JAVA:560,concept,subconcept of,Java software programming,Medium,GAE SDK Plugin: Java software programming: Web programming
JAVA:282,GangOfFour,JAVA:212,concept,subconcept of,Java software programming,Medium,GangOfFour: Java software programming: Web programming
JAVA:283,Garbage Collector,JAVA:566,concept,subconcept of,Java software programming,Medium,Garbage Collector: Java software programming: Web programming
JAVA:284,Generalization,JAVA:722,concept,subconcept of,Java software programming,Medium,Generalization: Java software programming: Web programming
JAVA:285,Generalization,JAVA:861,concept,subconcept of,Java software programming,Medium,Generalization: Java software programming: Web programming
JAVA:286,Generational Garbage Collector,JAVA:283,concept,subconcept of,Java software programming,Medium,Generational Garbage Collector: Java software programming: Web programming
JAVA:287,Generics,JAVA:680,concept,subconcept of,Java software programming,Medium,Generics: Java software programming: Web programming
JAVA:288,Git,JAVA:944,concept,subconcept of,Java software programming,Medium,Git: Java software programming: Web programming
JAVA:307,Gmail,JAVA:756,concept,subconcept of,Java software programming,Medium,Gmail: Java software programming: Web programming
JAVA:308,Go,JAVA:388,concept,subconcept of,Java software programming,Medium,Go: Java software programming: Web programming
JAVA:309,Go,JAVA:903,concept,subconcept of,Java software programming,Medium,Go: Java software programming: Web programming
JAVA:310,Go,JAVA:681,concept,subconcept of,Java software programming,Medium,Go: Java software programming: Web programming
JAVA:313,google appengine,JAVA:631,concept,subconcept of,Java software programming,Medium,google appengine: Java software programming: Web programming
JAVA:317,Google Guava Collections,JAVA:523,concept,subconcept of,Java software programming,Medium,Google Guava Collections: Java software programming: Web programming
JAVA:319,Governance,JAVA:711,concept,subconcept of,Java software programming,Medium,Governance: Java software programming: Web programming
JAVA:320,Graph,JAVA:187,concept,subconcept of,Java software programming,Medium,Graph: Java software programming: Web programming
JAVA:321,Graph Database,JAVA:320,concept,related,Java software programming,Medium,Graph Database: Java software programming: Web programming
JAVA:322,Groovy,JAVA:681,concept,subconcept of,Java software programming,Medium,Groovy: Java software programming: Web programming
JAVA:323,Groovy,JAVA:388,concept,subconcept of,Java software programming,Medium,Groovy: Java software programming: Web programming
JAVA:324,Groovy,JAVA:903,concept,subconcept of,Java software programming,Medium,Groovy: Java software programming: Web programming
JAVA:325,Groovy,JAVA:512,concept,subconcept of,Java software programming,Medium,Groovy: Java software programming: Web programming
JAVA:328,Hard Reference,JAVA:719,concept,subconcept of,Java software programming,Medium,Hard Reference: Java software programming: Web programming
JAVA:329,Hash Code,JAVA:332,concept,related,Java software programming,Medium,Hash Code: Java software programming: Web programming
JAVA:330,Hash Set,JAVA:332,concept,related,Java software programming,Medium,Hash Set: Java software programming: Web programming
JAVA:331,Hash Set,JAVA:808,concept,subconcept of,Java software programming,Medium,Hash Set: Java software programming: Web programming
JAVA:332,HashMap,JAVA:588,concept,subconcept of,Java software programming,Medium,HashMap: Java software programming: Web programming
JAVA:333,Hashtable,JAVA:588,concept,subconcept of,Java software programming,Medium,Hashtable: Java software programming: Web programming
JAVA:334,Haskell,JAVA:540,concept,subconcept of,Java software programming,Medium,Haskell: Java software programming: Web programming
JAVA:338,Heap,JAVA:708,concept,subconcept of,Java software programming,Medium,Heap: Java software programming: Web programming
JAVA:339,Heap,JAVA:566,concept,subconcept of,Java software programming,Medium,Heap: Java software programming: Web programming
JAVA:340,Heap Dump,JAVA:564,concept,related,Java software programming,Medium,Heap Dump: Java software programming: Web programming
JAVA:341,HeapSpace,JAVA:338,concept,subconcept of,Java software programming,Medium,HeapSpace: Java software programming: Web programming
JAVA:344,Hibernate,JAVA:625,concept,subconcept of,Java software programming,Medium,Hibernate: Java software programming: Web programming
JAVA:363,Home Interface,JAVA:240,concept,subconcept of,Java software programming,Medium,Home Interface: Java software programming: Web programming
JAVA:364,Hopscotch Hash,JAVA:329,concept,subconcept of,Java software programming,Medium,Hopscotch Hash: Java software programming: Web programming
JAVA:365,Horizontal Scaling,JAVA:764,concept,subconcept of,Java software programming,Medium,Horizontal Scaling: Java software programming: Web programming
JAVA:366,Hotfix,JAVA:826,concept,subconcept of,Java software programming,Medium,Hotfix: Java software programming: Web programming
JAVA:367,HotSpot JVM,JAVA:506,concept,subconcept of,Java software programming,Medium,HotSpot JVM: Java software programming: Web programming
JAVA:369,HTML,JAVA:959,concept,subconcept of,Java software programming,Medium,HTML: Java software programming: Web programming
JAVA:370,HTTP,JAVA:959,concept,subconcept of,Java software programming,Medium,HTTP: Java software programming: Web programming
JAVA:371,HTTPS,JAVA:959,concept,subconcept of,Java software programming,Medium,HTTPS: Java software programming: Web programming
JAVA:372,IaaS,JAVA:127,concept,subconcept of,Java software programming,Medium,IaaS: Java software programming: Web programming
JAVA:373,IBM J9,JAVA:465,concept,subconcept of,Java software programming,Medium,IBM J9: Java software programming: Web programming
JAVA:374,IDE,JAVA:827,concept,subconcept of,Java software programming,Medium,IDE: Java software programming: Web programming
JAVA:375,Identity,JAVA:332,concept,related,Java software programming,Medium,Identity: Java software programming: Web programming
JAVA:377,IDL,JAVA:620,concept,related,Java software programming,Medium,IDL: Java software programming: Web programming
JAVA:379,Idlj,JAVA:740,concept,subconcept of,Java software programming,Medium,Idlj: Java software programming: Web programming
JAVA:380,Idlj,JAVA:377,concept,related,Java software programming,Medium,Idlj: Java software programming: Web programming
JAVA:381,Idlj,JAVA:619,concept,related,Java software programming,Medium,Idlj: Java software programming: Web programming
